Column1
Андреев Михаил Александрович
Торические модели Ландау-Гинзбурга
Пржиялковский  Виктор Владимирович
Тропическая теория особенностей и геометрия многочленов с неопределенными коэффициентами
Эстеров  Александр �саакович
Формации конечных групп и их применения
Сорокина  Марина Михайловна
Циклические полукольца с некоммутативным сложением
Орлова �рина Валерьевна
Абелевы группы  их кольца эндоморфизмов и группы гомоморфизмов
Мисяков  Виктор Михайлович
Автоморфизмы алгебраических многообразий и минимальные модели
Авилов Артем Алексеевич
Алгебры Новикова-Пуассона и супералгебры йордановых скобок
Захаров  Антон Станиславович
Алгоритмические проблемы  связанные с морфическими последовательностями
Митрофанов  �ван Викторович
Алгоритмы и нижние оценки на вычислительную сложность задач модификации графов
Близнец �ван Анатольевич
Двойные многообразия флагов и их применение в теории представлений
Пономарева Елизавета Валентиновна
Зеркальная симметрия для простых эллиптических особенностей с действием группы
Басалаев Алексей Андреевич
�демпотентные радикалы в категории модулей  CSP- кольца и модули над ними 
Тимошенко Егор Александрович
�нтегральная теорема Коши в арифметике и аддитивной комбинаторике
Волков  Владислав Владимирович
�сследование �-дуг в плоскости над правым почти-полем порядка 9
Шарафутдинова Анна Михайловна
Квазиклассические формулы для характеров представлений аффинных алгебр
Махлин �горь Юрьевич
Компактификации схем модулей стабильных векторных расслоений на поверхности локально свободными пучками
Тимофеева Надежда Владимировна
Ограниченно точно транзитивные группы и алгебраические системы  связанные с псевдоматричным умножением
Симонов  Андрей Артемович
О линейных формах от значений дзета-функции Римана и гипергеометрической функции Гаусса
Андросенко Валентина Александровна
О некоторых подграфах графа бинарных отношений
Аль Джабри Халид Шиа Хайралла
О теории гармонических отображений в группы петель и теории представлений дискретных нильпотентных групп
Белошапка �улия Валериевна
Первичные дифференциальные алгебры и ассоциированные с ними алгебры Ли
Погудин Глеб Александрович
Пучки без кручения на многообразиях и интегрируемые системы
Жеглов Александр Борисович
Свойства многообразий ассоциативных алгебр  задаваемые на языке производных объектов: индикаторные и эквациональные характеризации
Финогенова Ольга Борисовна
Сложность эвристических вычислений и интерактивных протоколов
Кноп  Александр Анатольевич
Схемная сложность явно заданных булевых функций
Куликов  Александр Сергеевич
Усиленный закон взаимности Суслина и смежные вопросы
Руденко Даниил Глебович
Факторизации и ширина групп Шевалле над маломерными кольцами
Смоленский Андрей Вадимович
Частичные n-арные группоиды с условиями на конгруэнции
Решетников  Артём Владимирович
Элиминация итеративных операторов в некоторых теориях первого порядка
Золотов  Александр Сергеевич
Явные конструкции оптимальных кривых рода три
Алексеенко Екатерина Сергеевна
Янгианы супералгебр Ли
Стукопин Владимир Алексеевич
Алгебраические неассоциативные структуры и их приложения в криптографии
Грибов  Алексей Викторович
Аналитические свойства эйлеровых произведений и некоторые задачи теории чисел
Матвеев Владимир Алексеевич
Арифметическая теория тэта-функций и последовательностей Сомоса\n
Монина Мария Дмитриевна
Векторные расслоения конечного ранга на полных пересечениях конечной коразмерности в линейном инд-грассманиане
Ермакова Светлана Михайловна
Временная интранзитивная мульти-агентная логика алгоритмы разрешимости: правила ввода
Лукьянчук Александра Николаевна
"Временная интранзитивная мульти-агентная логика; алгоритмы разрешимости  правила вывода"
Графы TI-подгрупп  расширения и автоморфизмы графов
Зюляркина  Наталья Дмитриевна
Классификация счётных моделей полных теорий с континуальным числом типов
Попков  Роман Андреевич
Классифицирующие пространства алгебраических групп и их инварианты
НЕШ�ТОВ Александр Юрьевич
Классы скрученной сопряженности в линейных группах
Насыбуллов  Тимур Ринатович
Линейная алгебра над полукольцами
Шитов Ярослав Николаевич
Мультипликативно идемпотентные полукольца
Петров  Андрей Александрович
Неассоциативные алгебраические структуры и их приложения в криптографии
Грибов Алексей Викторович
Некоторые алгоритмические вопросы для полимодальных логик доказуемости
Пахомов  Федор Николаевич
Необходимые и достаточные условия конечности кодлины многообразия алгебр Лейбница
Половинкина  Анастасия Владимировна
Нормальные базисы в конечных полях и их приложения
Геут  Кристина Леонидовна
О комплексе Герстена в равнохарактеристическом случае
М�НГАЗОВ Альберт Айдарович
Оценки  связанные с теоремой Ширшова о высоте
Харитонов  Михаил �горевич
Пирсовские слои и цепи полуколец
Марков  Роман Владимирович
Почти нильпотентные многообразия в различных классах линейных алгебр
Шулежко  Олеся  Владимировна
Применение аналогов задачи факторизации к решению систем обыкновенных дифференциальных уравнений
Атнагулова Рушания Ахъяровна
Проблема Варинга с почти равными слагаемыми для пятых степеней
Назрублоев  Насруло Нурублоевич
Проблемы сопряженности слов и подгрупп в свободных конструкциях групп
Логачева Елена Сергеевна
Распределение дробных частей значений линейного многочлена  аргумент которого принимает простые числа из коротких интервалов
�сматов  Сайфулло Неъматович
Решение систем уравнений в полях алгебраических чисел
Зеленова Мария Евгеньевна
Сильно регулярные графы с собственным значением 3  их расширения и автоморфизмы
Кагазежева  Алена Мухамедовна
Случайные разбиения и асимптотическая теория представлений
Буфетов  Алексей �горевич
Специальные элементы решеток многообразий полугрупп
Шапрынский  Вячеслав Юрьевич
Средние Рисса арифметических функций  распространенных на значения тернарной кубической формы
Камарадинова Заррина Нусратуллоевна
Стратификация пространств функций на комплексных кривых
Бычков  Борис Сергеевич
Структура Г-конформных алгебр и вложения алгебр Лодея
Губарев  Всеволод Юрьевич
Тригонометрические суммы по подгруппам и задачи делимости частных Ферма
Штейников Юрий Николаевич
Числовые характеристики и другие свойства лиевых многообразий почти полиномиального роста
Пестова  Юлия  Рямильевна
(2 3)-порождение гиперболических симплектических групп
Васильев  Вадим Львович
Абелевы группы с чистыми кольцами эндоморфизмов
Сорокин  Константин Сергеевич
Алгебраическая геометрия над жёсткими метабелевыми про-Р-группами
Афанасьева  Светлана Григорьевна
Аналитические свойства определённых классов рядов Дирихле и некоторые задачи теории L-функций Дирихле
Матвеева  Ольга Андреевна
Аппроксимируемость корневыми классами свободных конструкций групп
Туманова  Елена Александровна
Асимптотические свойства рациональных множеств и систем уравнений в свободных абелевых группах и разрешимость регулярных уравнений в классе нильпотентных групп
Меньшов  Антон Владимирович
Бинарные аддитивные задачи с квадратичными формами
Куртова  Лилиана Николаевна
Вычислимые линейные порядки и естественные отношения на них
Бикмухаметов  Равиль �льдарович
Геометрия гиперкомплексных многообразий
Солдатенков  Андрей Олегович
Гиперболический параметр сеток с весами и его применение
Добровольский Николай Николаевич
Группы преобразований кривых
Рогозинников  Евгений Алексеевич
Действия групп на компактных однородных пространствах с открытой орбитой
Девятов  Ростислав Андреевич
Диофантовы приближения с числами Пизо
Журавлева  Виктория Владимировна
Дифференциально-алгебраические и геометрические основы центральной динамики на кривых второго порядка
Герасимова  Ольга Вячеславовна
�зоморфизмы линейных групп над ассоциативными кольцами
Аткарская  Агата Сергеевна
Квазиполя и проективные плоскости трансляций малых четных порядков
Штуккерт Полина Константиновна
Комбинаторные методы в теории колмогоровской сложности с ограничением на ресурсы
Мусатов  Даниил Владимирович
Композиционное строение групп  изоспектральных простым группам лиева типа
Гречкосеева  Мария Александровна
Конечные группы с малыми кратностями в разложении квадратов неприводимых представлений
Поляков  Сергей Владимирович
Конечные группы с несвязным графом простых чисел  имеющим небольшое число вершин
Храмцов  �горь Владимирович
Критические решетки
Перминова  Ольга Евгеньевна
Лиевские многообразия с нецелочисленными экспонентами
Богданчук  Ольга Александровна
Многообразия и псевдомногообразия треугольных матричных полугрупп
Первухина  Татьяна Вячеславовна
Новые константы в предтабличных суперинтуиционистских логиках
Кощеева  Анна Константиновна
Об алгебраических циклах на расслоенном произведении семейств К3 поверхностей
Никольская  Ольга Владимировна
Об отношении совместимости в исчислении Ламбека и в его варианте с операциями замещения
Сорокин  Алексей Андреевич
О конвертации перманента и определителя
Будревич  Михаил Вячеславович
О наследуемости Холлова свойства Dπ подгруппами
Манзаева  Номина Чингизовна
О некоторых классах вершинно-транзитивных графов
Горяинов  Сергей Викторович
Определяемость абелевой группы ее группой автоморфизмов и центром кольца эндоморфизмов
Вильданов  Вадим Кадирович
О распределении значений коротких арифметических сумм
Тимергалиев  �рек Саматович
Первичный радикал артиновых алгебр Ли
Мещерина  Елена Владимировна
Пересечение подгрупп в свободных конструкциях
Захаров  Александр Олегович
Производные группы Пикара алгебр  соответствующих деревьям Брауэра
Звонарёва  Александра Олеговна
Распределение точек на многомерных цветных торах
Абросимова  Альбина Андреевна
Расширения обобщенных четырехугольников и их автоморфизмы
Хамгокова  Мадина Мухадиновна
Сверхслова  меры на них и их полупрямые произведения
Раскин  Михаил Александрович
Системы уравнений над алгебраическими системами с порядком
Дворжецкий  Юрий Сергеевич
Сложность решения задачи выполнимости булевых формул алгоритмами  основанными на расщеплении
Соколов  Дмитрий Олегович
Статистические свойства полиэдров Клейна и локальных минимумов решеток
�лларионов  Андрей Анатольевич
Строение производных категорий грассманианов
Фонарёв  Антон Вячеславович
Структурная теория и подгруппы групп Шевалле над кольцами
Степанов  Алексей Владимирович
Счетные линейные порядки и их алгоритмическая сложность
Фролов  Андрей Николаевич
Теорема Апери и задачи для значений дзета-функции Римана и их \&\ i \@\ q \&\ /i \@\ - аналогов
Зудилин  Вадим Валентинович
Теоремы о гомотопической инвариантности и этальном вырезании для предпучков с Witt-трансферами
Дружинин  Андрей Эдуардович
Тождества векторных пространств  вложенных в линейные алгебры  и примеры конечномерных алгебр  не имеющих конечного базиса тождеств
Кислицин  Алексей Владимирович
Уровни автоустойчивости булевых алгебр
Баженов  Николай Алексеевич
Формации унаров
Расстригин  Александр Леонидович
Характеры представлений квантовой тороидальной алгебры gl1
Мутафян  Георгий Семенович
Числовые характеристики некоторых многообразий линейных алгебр
Рацеев  Сергей Михайлович
Элементарная эквивалентность колец эндоморфизмов и групп автоморфизмов абелевых ρ-групп
Ройзнер  Михаил Александрович
κ-вполне транзитивные абелевы группы без кручения
Рогозинский  Михаил �ванович
Абелевы Р-группы и автоустойчивость относительно оракула
Душенин  Дмитрий �горевич
Автоморфизмы конечномерных алгебр и аффинных многообразий
Перепечко  Александр Юрьевич
Автоморфизмы свободных алгебр и функции на группах лиева типа ранга 1
Ушаков  Юрий Юрьевич
Алгебраическая К-теория некоторых многообразий и смежные вопросы
Ананьевский  Алексей Сергеевич
Алгебраические и структурные свойства полурешеток Роджерса в иерархии Ершова
Оспичев  Сергей Сергеевич
Алгебры полиномиальных инвариантов классических матричных групп
Лопатин  Артем Анатольевич
Алгебры Хопфа с одним неприводимым  неодномерным представлением
Спиридонова  Софья Юрьевна
Аппроксимируемость обобщенных свободных произведений групп в некоторых классах конечных групп
Розов  Алексей Вячеславович
Арифметическая характеризация конечных простых групп
Горшков  �лья Борисович
Верхние и нижние оценки на схемную сложность явно заданных булевых функций
Деменков  Евгений Александрович
Верхние оценки рациональных тригонометрических сумм специального вида и их приложения
Васильев  Антон Николаевич
Вложения конечных групп с нетривиальным центром в бесконечные группы
Дуж  Анна Александровна
Вычисление норменных рядов в формальных модулях Хонды и спаривания Гильберта в формальных модулях Любина-Тейта над многомерным локальным кольцом
